id,job title,job industry,skills,education,experience
2130,PR Coordinator,PUBLIC-RELATIONS,"media relations, event planning, press kit preparation, writing and editing, stakeholder communication, social media management",Diploma in PR,Fresh graduate; internship coordinating media lists and drafting event materials
2131,Brand Communications Manager,PUBLIC-RELATIONS,"branding, campaign management, media relations, crisis communication, public speaking, stakeholder engagement",Master in Communication,Previously public relations manager overseeing integrated branding campaigns
2132,Media Relations Officer,PUBLIC-RELATIONS,"media pitching, press releases, relationship building, crisis communication, writing and editing, campaign support",Bachelor in Public Relations,Worked as media coordinator maintaining journalist partnerships
2133,Communications Specialist,PUBLIC-RELATIONS,"content development, social media management, stakeholder engagement, press releases, branding, public speaking",Bachelor in Mass Communication,Experienced communications officer producing corporate communication materials
2134,Public Affairs Executive,PUBLIC-RELATIONS,"stakeholder engagement, crisis communication, media relations, campaign management, speech writing, branding",Master in Communication,Worked as PR executive managing public affairs initiatives
2135,Event Communications Coordinator,PUBLIC-RELATIONS,"event planning, press releases, media relations, branding support, writing and editing, campaign coordination",Bachelor in Public Relations,Previously event manager coordinating promotional events and press briefings
2136,Junior PR Executive,PUBLIC-RELATIONS,"press releases drafting, media monitoring, social media management, event support, writing and editing, stakeholder updates",Diploma in PR,Fresh graduate; internship assisting PR executive with daily communication tasks
2137,Strategic Communications Manager,PUBLIC-RELATIONS,"crisis communication planning, stakeholder engagement, branding strategy, campaign management, public speaking, media training",Master in Communication,Worked as communications officer before advancing to managerial role
2138,Press Officer,PUBLIC-RELATIONS,"press releases, media briefings, crisis response, writing and editing, stakeholder communication, campaign management",Bachelor in Mass Communication,Experienced PR executive acting as primary contact for press inquiries
2139,Community Relations Manager,PUBLIC-RELATIONS,"stakeholder engagement, event planning, branding, public speaking, campaign management, media relations",Bachelor in Public Relations,Worked as public relations manager building community partnerships
2140,Media Communications Assistant,PUBLIC-RELATIONS,"media list management, press material preparation, writing and editing, event coordination, social media updates, stakeholder outreach",Diploma in PR,Fresh graduate; internship assisting media coordinator with press coverage reports
2141,Corporate Affairs Manager,PUBLIC-RELATIONS,"crisis communication, stakeholder engagement, branding oversight, media relations, public speaking, campaign leadership",Master in Communication,Previously public relations manager overseeing corporate affairs strategy
2142,Public Relations Consultant,PUBLIC-RELATIONS,"media relations advisory, campaign management, branding consultation, press releases, crisis communication, stakeholder engagement",Bachelor in Public Relations,Worked as PR executive providing consultancy for brand campaigns
2143,Event Publicist,PUBLIC-RELATIONS,"event promotion, media relations, press releases, branding, social media management, writing and editing",Bachelor in Mass Communication,Experienced event manager promoting large-scale public events
2144,Digital PR Officer,PUBLIC-RELATIONS,"online media relations, social media management, campaign management, branding, crisis communication, content writing",Master in Communication,Worked as communications officer focusing on digital PR strategies
2145,Internal Communications Executive,PUBLIC-RELATIONS,"employee communications, writing and editing, branding consistency, stakeholder engagement, campaign coordination, public speaking",Bachelor in Public Relations,Previously communications officer managing internal newsletters and announcements
2146,PR Account Executive,PUBLIC-RELATIONS,"client liaison, media relations, press releases, campaign management, event planning, stakeholder engagement",Bachelor in Mass Communication,Worked as PR executive handling multiple client accounts
2147,Media Strategy Manager,PUBLIC-RELATIONS,"media planning, branding strategy, crisis communication, campaign management, stakeholder engagement, public speaking",Master in Communication,Previously media coordinator before promotion to strategy role
2148,Public Relations Officer,PUBLIC-RELATIONS,"press releases drafting, media relations support, event planning assistance, writing and editing, social media coordination, stakeholder updates",Diploma in PR,Fresh graduate; internship supporting PR campaigns and press events
2149,Reputation Management Executive,PUBLIC-RELATIONS,"crisis communication, media relations, branding protection, stakeholder engagement, campaign monitoring, public speaking",Master in Communication,Worked as public relations manager overseeing reputation management efforts
2150,Communications and Events Officer,PUBLIC-RELATIONS,"event planning, press releases, stakeholder engagement, branding, media relations, writing and editing",Bachelor in Public Relations,Experienced event manager coordinating communication for corporate events
2151,External Communications Manager,PUBLIC-RELATIONS,"media relations leadership, crisis communication planning, branding strategy, campaign management, public speaking, stakeholder engagement",Master in Communication,Previously communications officer managing external corporate messaging
2152,PR Campaign Executive,PUBLIC-RELATIONS,"campaign management, media outreach, press releases, branding support, stakeholder engagement, writing and editing",Bachelor in Mass Communication,Worked as PR executive implementing marketing communication campaigns
2153,Media Outreach Specialist,PUBLIC-RELATIONS,"journalist relations, press releases, event planning, campaign tracking, writing and editing, stakeholder engagement",Bachelor in Public Relations,Experienced media coordinator building strong press networks
2154,Communications Manager,PUBLIC-RELATIONS,"strategic communication planning, crisis communication, media relations, branding, public speaking, campaign management",Master in Communication,Worked as communications officer before promotion to manager
2155,Public Engagement Officer,PUBLIC-RELATIONS,"stakeholder engagement, public speaking, event planning, branding, media relations, campaign coordination",Bachelor in Public Relations,Previously PR executive organizing community engagement initiatives
2156,Assistant PR Manager,PUBLIC-RELATIONS,"media relations support, press release drafting, event coordination, campaign monitoring, writing and editing, stakeholder communication",Diploma in PR,Fresh graduate; internship assisting public relations manager with campaign activities
2157,Integrated Communications Executive,PUBLIC-RELATIONS,"branding integration, media relations, crisis communication, campaign management, stakeholder engagement, content creation",Master in Communication,Worked as communications officer delivering integrated communication plans
2158,Event Public Relations Manager,PUBLIC-RELATIONS,"event planning leadership, media coordination, press releases, branding strategy, stakeholder engagement, public speaking",Bachelor in Mass Communication,Experienced event manager leading press conferences and launches
2159,PR Content Specialist,PUBLIC-RELATIONS,"writing and editing, press releases, branding consistency, media relations, campaign messaging, social media management",Bachelor in Public Relations,Worked as PR executive creating engaging content for campaigns
2160,Corporate Communications Coordinator,PUBLIC-RELATIONS,"internal communications support, media relations assistance, event planning, writing and editing, stakeholder updates, campaign tracking",Diploma in PR,Fresh graduate; internship assisting communications officer with corporate materials
2161,Media Campaign Manager,PUBLIC-RELATIONS,"campaign management leadership, media relations strategy, crisis communication, branding oversight, stakeholder engagement, public speaking",Master in Communication,Previously public relations manager directing large-scale media campaigns
2162,PR and Events Executive,PUBLIC-RELATIONS,"event planning, media relations, press releases, stakeholder engagement, branding, campaign coordination",Bachelor in Mass Communication,Worked as PR executive organizing promotional events and media briefings
2163,Senior Communications Officer,PUBLIC-RELATIONS,"strategic messaging, crisis communication, media relations, stakeholder engagement, branding strategy, public speaking",Master in Communication,Promoted from communications officer to senior communications officer managing key accounts
2164,Public Relations Assistant,PUBLIC-RELATIONS,"media monitoring, press release support, event setup coordination, writing and editing, stakeholder communication, social media updates",Diploma in PR,Fresh graduate; internship assisting PR team with campaign logistics
2165,PR Executive,PUBLIC-RELATIONS,"media relations, press releases, media pitching, copy editing, campaign management",Bachelor in Public Relations,PR executive drafting press kits and securing coverage in national lifestyle magazines
2166,Communications Officer,PUBLIC-RELATIONS,"crisis communication, internal communications, stakeholder engagement, public speaking, writing and editing",Master in Communication,Communications officer managing corporate reputation and executive messaging during restructuring
2167,Media Coordinator,PUBLIC-RELATIONS,"media monitoring, media lists, social media management, press releases, event planning",Diploma in PR,Fresh graduate; interned at a boutique agency tracking media mentions and assisting with influencer outreach
2168,Event Manager,PUBLIC-RELATIONS,"event planning, vendor management, stakeholder engagement, public speaking, campaign management",Bachelor in Mass Communication,Event manager coordinating large-scale product launches and industry networking dinners
2169,Public Relations Manager,PUBLIC-RELATIONS,"branding, strategic planning, media relations, crisis communication, public speaking",Master in Strategic Public Relations,Public relations manager overseeing a team of five and directing national brand awareness campaigns
2170,Press Secretary,PUBLIC-RELATIONS,"public speaking, media relations, speech writing, press releases, stakeholder engagement",Bachelor in Public Relations,Experienced press officer serving as a spokesperson for a regional governmental body
2171,Public Affairs Specialist,PUBLIC-RELATIONS,"government relations, stakeholder engagement, writing and editing, policy advocacy, media relations",Master in Communication,Public affairs specialist facilitating communication between corporate leaders and legislative offices
2172,Communications Coordinator,PUBLIC-RELATIONS,"social media management, writing and editing, internal communications, event planning, media monitoring",Bachelor in Mass Communication,Fresh graduate; interned with a non-profit managing their weekly newsletter and community events
2173,PR Associate,PUBLIC-RELATIONS,"media lists, media pitching, press releases, social media management, branding",Diploma in PR,Fresh graduate; completed a 6-month internship focused on tech sector media relations and clip reporting
2174,Media Relations Manager,PUBLIC-RELATIONS,"media relations, pitching strategy, writing and editing, media kit development, stakeholder engagement",Bachelor in Public Relations,Media coordinator promoted to manager building long-term relationships with top-tier journalists
2175,Internal Communications Lead,PUBLIC-RELATIONS,"internal communications, employee engagement, change management, writing and editing, intranet management",Master in Communication,Communications officer specializing in employee-facing messaging and executive town halls
2176,Event Coordinator,PUBLIC-RELATIONS,"event planning, logistics, social media management, vendor relations, public speaking",Bachelor in Mass Communication,Event assistant coordinating vendor contracts and onsite execution for regional trade shows
2177,Publicity Assistant,PUBLIC-RELATIONS,"media monitoring, press releases, media lists, social media management, event planning",Diploma in PR,Fresh graduate; interned at an entertainment PR firm assisting with red carpet logistics
2178,Corporate Communications Executive,PUBLIC-RELATIONS,"branding, writing and editing, stakeholder engagement, media relations, annual reports",Bachelor in Public Relations,PR executive focused on B2B corporate messaging and stakeholder outreach
2179,Digital PR Specialist,PUBLIC-RELATIONS,"social media management, influencer outreach, SEO-driven PR, writing and editing, media relations",Bachelor in Mass Communication,Digital specialist managing viral campaigns and online brand sentiment monitoring
2180,Crisis Communication Lead,PUBLIC-RELATIONS,"crisis communication, reputation management, media relations, public speaking, strategic planning",Master in Strategic Public Relations,Senior consultant managing rapid response teams during high-profile product recalls
2181,Community Outreach Manager,PUBLIC-RELATIONS,"stakeholder engagement, community relations, public speaking, event planning, writing and editing",Bachelor in Public Relations,Communications officer managing local community partnerships and CSR initiatives
2182,PR Account Executive,PUBLIC-RELATIONS,"media pitching, client management, campaign management, media relations, writing and editing",Bachelor in Mass Communication,Agency executive managing four diverse client accounts in the hospitality and travel sectors
2183,Media Liaison,PUBLIC-RELATIONS,"media relations, press releases, public speaking, media kits, event planning",Diploma in PR,Liaison officer facilitating on-site media interviews for professional sports organizations
2184,Public Relations Strategist,PUBLIC-RELATIONS,"strategic planning, branding, campaign management, media relations, data analysis",Master in Communication,Senior strategist developing multi-year communication plans for luxury fashion brands
2185,Communications Assistant,PUBLIC-RELATIONS,"writing and editing, media monitoring, social media management, media lists, press releases",Bachelor in Mass Communication,Fresh graduate; interned at a healthcare non-profit drafting donor communications and blog posts
2186,Public Affairs Liaison,PUBLIC-RELATIONS,"stakeholder engagement, government relations, writing and editing, media relations, public speaking",Bachelor in Public Relations,Liaison managing communication between community boards and urban development projects
2187,Brand Communications Manager,PUBLIC-RELATIONS,"branding, campaign management, storytelling, media relations, social media management",Master in Communication,Communications manager directing visual and written brand identity for global retail startups
2188,APPLICATIONS TEAM LEADER,PUBLIC-RELATIONS,"media monitoring, sentiment analysis, reporting, media lists, social media management",Diploma in PR,Fresh graduate; completed an internship specializing in real-time crisis monitoring and clip analysis
2189,PR Consultant,PUBLIC-RELATIONS,"strategic planning, client management, writing and editing, crisis communication, media relations",Master in Strategic Public Relations,Independent consultant providing strategic PR advice for boutique tech firms
2190,External Relations Officer,PUBLIC-RELATIONS,"stakeholder engagement, partnership development, public speaking, media relations, writing and editing",Bachelor in Public Relations,Officer managing international partnerships and cross-border media inquiries
2191,Press Officer,PUBLIC-RELATIONS,"media relations, press releases, media pitching, public speaking, crisis communication",Bachelor in Mass Communication,Experienced press officer handling daily media inquiries for a major educational institution
2192,Event Operations Lead,PUBLIC-RELATIONS,"event planning, logistics, vendor management, stakeholder engagement, public speaking",Diploma in PR,Lead manager overseeing technical and logistical operations for corporate galas
2193,Senior PR Executive,PUBLIC-RELATIONS,"media relations, campaign management, team leadership, media kits, writing and editing",Bachelor in Public Relations,Senior executive managing the PR lifecycle for global electronics launches
2194,Content Communications Specialist,PUBLIC-RELATIONS,"writing and editing, storytelling, social media management, branding, media relations",Bachelor in Mass Communication,Specialist producing branded long-form content and scripts for corporate video series
2195,Stakeholder Relations Manager,PUBLIC-RELATIONS,"stakeholder engagement, relationship management, writing and editing, strategic planning, public speaking",Master in Communication,Manager overseeing investor and community relations for an infrastructure developer
2196,Publicity Manager,PUBLIC-RELATIONS,"media pitching, campaign management, branding, social media management, media relations",Bachelor in Public Relations,Experienced publicist managing book tours and media appearances for high-profile authors
2197,Junior PR Executive,PUBLIC-RELATIONS,"media lists, press releases, social media management, writing and editing, media monitoring",Diploma in PR,Fresh graduate; interned in corporate PR assisting with executive headshot sessions and releases
2198,Corporate Affairs Lead,PUBLIC-RELATIONS,"reputation management, strategic planning, stakeholder engagement, media relations, internal communications",Master in Strategic Public Relations,Lead manager directing external messaging and corporate social responsibility policy
2199,Media Strategist,PUBLIC-RELATIONS,"media planning, media relations, campaign management, branding, social media management",Bachelor in Mass Communication,Strategist developing targeted media placements for international travel boards
2200,Special Events Manager,PUBLIC-RELATIONS,"event planning, public speaking, campaign management, vendor relations, stakeholder engagement",Bachelor in Public Relations,Manager specializing in high-security events and VIP press conferences
2201,Strategic Communications Officer,PUBLIC-RELATIONS,"strategic planning, writing and editing, media relations, branding, internal communications",Master in Communication,Officer developing integrated communication frameworks for large-scale utility companies
2202,PR Outreach Coordinator,PUBLIC-RELATIONS,"influencer outreach, media lists, social media management, writing and editing, event planning",Diploma in PR,Fresh graduate; interned at an lifestyle PR house managing product gifting and media kits
2203,Media Relations Lead,PUBLIC-RELATIONS,"media relations, media pitching, press kit development, team leadership, public speaking",Bachelor in Public Relations,Lead executive managing a portfolio of fast-moving consumer goods (FMCG) clients
2204,Communications Lead,PUBLIC-RELATIONS,"strategic planning, crisis communication, branding, public speaking, writing and editing",Master in Strategic Public Relations,Senior manager directing all external and internal communications for a national retail group
2205,Sales Executive,SALES,"lead generation, negotiation, CRM, sales presentations, client communication",Bachelor in Marketing,Sales executive managing B2B leads and conducting cold calls for industrial equipment
2206,Account Manager,SALES,"account management, customer relationship management, reporting, sales forecasting, retention strategies",Master in Sales and Marketing,Account manager overseeing a portfolio of corporate clients and driving renewal growth
2207,Sales Coordinator,SALES,"sales support, CRM, documentation, reporting, client communication",Diploma in Sales Management,Sales coordinator managing order processing and supporting the field sales team with documentation
2208,Business Development Associate,SALES,"market research, lead generation, cold calling, sales presentations, product knowledge",Bachelor in Business Administration,Fresh graduate; interned at a logistics firm identifying new business opportunities and qualifying leads
2209,Territory Sales Manager,SALES,"territory management, negotiation, sales forecasting, CRM, product knowledge",Bachelor in Marketing,Territory manager expanding market share in the regional retail sector and managing distributor relations
2210,Retail Sales Lead,SALES,"product knowledge, customer relationship management, upselling, reporting, inventory tracking",Diploma in Sales Management,Retail associate promoted to lead roles for consistent achievement of monthly sales targets
2211,Inside Sales Specialist,SALES,"lead generation, CRM, client communication, sales presentations, market research",Bachelor in Business Administration,Inside sales representative managing outbound campaigns and scheduling high-value appointments
2212,B2B Sales Executive,SALES,"negotiation, B2B sales, account management, lead generation, CRM",Master in Sales and Marketing,Experienced sales professional specialized in long-cycle corporate contract negotiations
2213,Junior Sales Associate,SALES,"product knowledge, client communication, sales support, reporting, CRM",Diploma in Sales Management,Fresh graduate; completed a six-month internship focusing on retail customer engagement and sales closing
2214,Sales Operations Coordinator,SALES,"reporting, data analysis, CRM, sales support, process improvement",Bachelor in Marketing,Sales coordinator managing sales performance data and optimizing CRM workflows
2215,Key Account Manager,SALES,"account management, strategic planning, client communication, negotiation, reporting",Master in Sales and Marketing,Senior account manager handling top-tier national accounts and identifying cross-selling opportunities
2216,Regional Sales Lead,SALES,"team leadership, territory management, sales forecasting, CRM, market research",Bachelor in Business Administration,Sales manager overseeing a team of ten representatives across a multi-state region
2217,Direct Sales Agent,SALES,"negotiation, product knowledge, lead generation, client communication, closing techniques",Diploma in Sales Management,Fresh graduate; interned as a door-to-door sales agent for telecommunications services
2218,Sales Consultant,SALES,"sales presentations, product knowledge, client communication, market research, reporting",Bachelor in Marketing,Sales consultant providing customized solutions for residential property investment
2219,Business Development Executive,SALES,"market research, lead generation, partnership development, negotiation, CRM",Master in Sales and Marketing,Business development executive identifying niche market entries for consumer goods
2220,Commercial Sales Manager,SALES,"sales strategy, account management, negotiation, sales forecasting, reporting",Bachelor in Business Administration,Sales manager directing commercial vehicle sales and managing fleet account relationships
2221,Area Sales Manager,SALES,"territory management, distributor relations, product knowledge, CRM, lead generation",Bachelor in Marketing,Area manager supervising retail distribution networks and executing localized sales promotions
2222,Lead Generation Specialist,SALES,"market research, data mining, CRM, client communication, sales support",Diploma in Sales Management,Fresh graduate; interned at a software house identifying B2B prospects and managing lead lists
2223,Customer Success Associate,SALES,"customer relationship management, account management, product knowledge, client communication, reporting",Bachelor in Business Administration,Associate focusing on post-sale engagement and reducing client churn through proactive outreach
2224,Sales Development Representative,SALES,"outbound prospecting, cold calling, CRM, negotiation, sales presentations",Bachelor in Marketing,SDR managing the initial sales funnel and qualifying high-potential leads for the executive team
2225,Field Sales Executive,SALES,"negotiation, territory management, product knowledge, CRM, client communication",Diploma in Sales Management,Field executive conducting on-site product demonstrations and managing dealer accounts
2226,Merchandising Sales Lead,SALES,"product knowledge, retail sales, market research, reporting, CRM",Bachelor in Business Administration,Sales coordinator focused on visual merchandising and driving in-store product visibility
2227,Wholesale Account Executive,SALES,"account management, B2B sales, negotiation, sales forecasting, inventory tracking",Master in Sales and Marketing,Experienced executive managing wholesale distribution for apparel and luxury goods
2228,Sales Support Specialist,SALES,"CRM, reporting, documentation, sales presentations, client communication",Diploma in Sales Management,Fresh graduate; interned as a support specialist managing contract drafting and sales database cleanup
2229,Senior Sales Consultant,SALES,"sales presentations, high-level negotiation, market research, product knowledge, closing techniques",Master in Sales and Marketing,Senior consultant managing complex high-ticket sales in the automotive and machinery sectors
2230,Corporate Sales Associate,SALES,"B2B sales, lead generation, CRM, client communication, reporting",Bachelor in Marketing,Sales executive managing corporate subscription services and office supply contracts
2231,Channel Sales Manager,SALES,"partnership development, territory management, sales forecasting, CRM, negotiation",Master in Sales and Marketing,Manager developing indirect sales channels and providing training to third-party resellers
2232,Relationship Manager,SALES,"customer relationship management, account management, client communication, market research, reporting",Bachelor in Business Administration,Relationship manager maintaining ties with high-net-worth individuals and corporate partners
2233,Technical Sales Representative,SALES,"product knowledge, sales presentations, client communication, negotiation, lead generation",Bachelor in Marketing,Experienced representative translating complex product specs into sales value for clients
2234,Outreach Coordinator,SALES,"cold calling, lead generation, CRM, client communication, market research",Diploma in Sales Management,Fresh graduate; interned at a non-profit managing donor outreach and corporate sponsorship leads
2235,Strategic Account Lead,SALES,"account management, strategic planning, negotiation, reporting, sales forecasting",Master in Sales and Marketing,Senior lead managing multi-million dollar contracts and driving long-term revenue growth
2236,Retail Store Manager,SALES,"team leadership, retail sales, reporting, inventory management, customer relationship management",Bachelor in Business Administration,Store manager overseeing daily operations and driving floor staff to exceed sales quotas
2237,Sales Trainer,SALES,"sales presentations, product knowledge, communication, team leadership, negotiation",Master in Sales and Marketing,"Sales manager transition to training, developing onboarding modules for new sales cohorts"
2238,Portfolio Manager (Sales),SALES,"account management, sales forecasting, reporting, market research, CRM",Bachelor in Marketing,Sales professional managing a portfolio of high-growth brands and monitoring sales trends
2239,National Sales Executive,SALES,"negotiation, territory management, sales strategy, CRM, client communication",Bachelor in Business Administration,Experienced executive managing national retail chains and coordinating large-scale deployments
2240,Enterprise Sales Manager,SALES,"strategic planning, B2B sales, high-level negotiation, CRM, sales forecasting",Master in Sales and Marketing,Manager leading complex enterprise-level sales for industrial service providers
2241,Assistant Sales Manager,SALES,"team leadership, reporting, CRM, client communication, sales support",Bachelor in Marketing,Sales executive promoted to assistant manager supervising daily sales activities and quotas
2242,Sales Trainee,SALES,"product knowledge, client communication, CRM, market research, sales support",Diploma in Sales Management,"Fresh graduate; completed a rotational sales program in retail, outbound, and support departments"
2243,Business Sales Consultant,SALES,"sales presentations, B2B sales, negotiation, lead generation, reporting",Bachelor in Business Administration,Consultant helping small businesses optimize their procurement and vendor contracts
2244,Client Relations Manager,SALES,"customer relationship management, client communication, account management, reporting, product knowledge",Bachelor in Marketing,Manager ensuring high client satisfaction levels and managing escalated service issues
2245,Trade Sales Representative,SALES,"territory management, product knowledge, negotiation, lead generation, CRM",Diploma in Sales Management,Representative managing trade counter sales and building relationships with local contractors
2246,Retail Business Associate,SALES,"retail sales, reporting, CRM, customer relationship management, product knowledge",Bachelor in Business Administration,Fresh graduate; interned at a luxury retail brand assisting in sales floor management and VIP service
2247,Brand Ambassador (Sales),SALES,"sales presentations, product knowledge, client communication, lead generation, marketing",Diploma in Sales Management,Sales coordinator promoting brand awareness and capturing leads at industry trade shows
2248,Senior Account Executive,SALES,"account management, negotiation, B2B sales, strategic planning, sales forecasting",Master in Sales and Marketing,Senior executive managing the full sales cycle for large-scale corporate service contracts
2249,Market Development Associate,SALES,"market research, lead generation, sales presentations, CRM, client communication",Bachelor in Marketing,Associate identifying and entering secondary markets for consumer electronics
2250,Sales Lifecycle Specialist,SALES,"reporting, sales strategy, CRM, account management, product knowledge",Bachelor in Business Administration,Specialist monitoring the end-to-end sales process to identify and remove pipeline friction
2251,Sales Executive,SALES,"lead generation, client communication, CRM, sales presentations, product knowledge, cold calling, customer relationship management",Diploma in Sales Management,"Fresh graduate who completed internship at a FMCG distribution company assisting sales executives in prospecting new accounts, preparing sales presentation decks, updating customer records in CRM systems, and accompanying senior sales staff on client visits"
2252,Account Manager,SALES,"account management, customer relationship management, negotiation, sales presentations, CRM, upselling, contract renewal management, client retention",Bachelor in Business Administration,"account manager at a logistics company managing a portfolio of corporate clients, conducting quarterly business reviews, negotiating service contract renewals, identifying upselling opportunities, and resolving client service issues"
2253,Sales Coordinator,SALES,"sales coordination, order processing, CRM, client communication, reporting, sales documentation, quotation preparation, delivery follow-up",Diploma in Sales Management,"Fresh graduate who completed internship at a manufacturing company assisting sales coordinators in processing customer purchase orders, preparing sales quotations, updating CRM records, and coordinating with logistics on delivery schedules"
2254,Business Development Associate,SALES,"lead generation, market research, sales presentations, CRM, client communication, cold calling, proposal writing, pipeline management",Bachelor in Marketing,"business development associate at a digital marketing agency generating new business leads, researching target industry prospects, preparing client proposals, and managing the sales pipeline in CRM tools"
2255,Sales Manager,SALES,"sales strategy, team leadership, account management, negotiation, CRM, sales forecasting, territory management, performance reporting, customer relationship management",Master in Sales and Marketing,"sales manager at an FMCG company leading a regional sales team, setting quarterly sales targets, reviewing pipeline performance in CRM dashboards, managing key distributor accounts, and presenting sales results to senior management"
2256,Sales Executive,SALES,"lead generation, sales presentations, product knowledge, customer relationship management, CRM, cold calling, account management, client communication",Bachelor in Business Administration,"sales executive at a property developer presenting residential project proposals to prospective buyers, conducting show unit tours, managing buyer enquiry pipelines, and following up on sales bookings"
2257,Account Manager,SALES,"strategic account management, negotiation, customer relationship management, revenue growth management, CRM, sales presentations, contract management, client retention",Master in Sales and Marketing,"senior account manager at a technology solutions company managing enterprise client accounts, developing annual account growth plans, leading contract negotiations, and coordinating internal delivery teams on client commitments"
2258,Sales Coordinator,SALES,"sales coordination, quotation preparation, order processing, CRM, reporting, client communication, sales documentation, inventory coordination",Bachelor in Business Administration,"sales coordinator at an industrial equipment supplier preparing customer quotations, processing sales orders, coordinating stock availability with the warehouse team, and preparing weekly sales activity reports for the sales manager"
2259,Business Development Associate,SALES,"lead generation, cold calling, client communication, CRM, sales presentations, market research, appointment setting, pipeline management",Diploma in Sales Management,"Fresh graduate who completed internship at a corporate training provider assisting the business development team in making prospecting calls, researching target company profiles, preparing meeting materials, and following up on outstanding proposals"
2260,Sales Executive,SALES,"sales presentations, product knowledge, customer relationship management, negotiation, CRM, lead generation, market research, territory coverage",Bachelor in Marketing,"sales executive at a pharmaceutical distribution company promoting healthcare products to retail pharmacy chains, conducting product knowledge presentations, managing territory accounts, and achieving monthly sales targets"
2261,Sales Manager,SALES,"sales strategy, team leadership, negotiation, account management, CRM, sales forecasting, market research, customer relationship management, performance reporting",Bachelor in Business Administration,"sales manager at a building materials company supervising a team of field sales executives, managing key contractor and developer accounts, reviewing monthly sales achievement versus targets, and developing territory sales strategies"
2262,Account Manager,SALES,"account management, client communication, customer relationship management, CRM, cross-selling, sales presentations, negotiation, account retention",Bachelor in Marketing,"Fresh graduate who completed internship at a media company assisting account managers in preparing client media proposals, updating account activity logs in CRM, attending client meetings with senior account managers, and preparing post-campaign performance summaries"
2263,Sales Executive,SALES,"cold calling, lead generation, customer relationship management, CRM, product knowledge, client communication, sales presentations, door-to-door sales",Diploma in Sales Management,"sales executive at an insurance brokerage conducting door-to-door prospecting, presenting personal insurance products to potential customers, following up on leads, and maintaining client records in CRM systems"
2264,Business Development Associate,SALES,"lead generation, market research, proposal writing, CRM, client communication, sales presentations, pipeline management, networking",Bachelor in Business Administration,"business development associate at a facilities management company identifying new corporate tender opportunities, preparing bid proposals, building prospect relationships through networking events, and managing the new business pipeline"
2265,Sales Coordinator,SALES,"sales coordination, CRM, reporting, quotation preparation, client communication, order management, sales data analysis, sales support",Bachelor in Marketing,"sales coordinator at an IT solutions distributor managing the order management process, preparing and tracking sales quotations, analysing monthly sales data, and preparing weekly sales performance summary reports for the sales director"
2266,Sales Manager,SALES,"sales strategy, key account management, negotiation, CRM, market research, team leadership, sales forecasting, customer relationship management, channel sales management",Bachelor in Marketing,"sales manager at a consumer electronics company managing key retail account relationships, developing channel sales strategies, negotiating trading terms with retail buyers, and leading a team of account executives"
2267,Account Manager,SALES,"account management, customer relationship management, sales presentations, CRM, negotiation, product knowledge, upselling, client communication",Bachelor in Business Administration,"account manager at an office supplies company managing a portfolio of SME client accounts, conducting regular client visits, presenting new product offerings, processing client orders, and ensuring high account retention rates"
2268,Sales Executive,SALES,"B2B sales, lead generation, negotiation, sales presentations, customer relationship management, CRM, solution selling, account management",Master in Sales and Marketing,"sales executive at a SaaS company selling B2B software solutions, identifying and qualifying enterprise leads, conducting product demonstrations, negotiating commercial terms, and managing the full sales cycle from lead to close"
2269,Business Development Associate,SALES,"market research, lead generation, CRM, sales presentations, client communication, competitor analysis, proposal writing, networking",Bachelor in Marketing,"Fresh graduate who completed internship at a logistics startup assisting the business development team in researching competitor pricing, preparing client pitch decks, identifying new market segments, and updating the CRM with prospect contact details"
2270,Sales Coordinator,SALES,"order processing, sales documentation, client communication, CRM, delivery coordination, invoice tracking, reporting, quotation preparation",Diploma in Sales Management,"sales coordinator at a food and beverage distributor processing daily sales orders, coordinating delivery schedules with the logistics team, tracking outstanding invoices, and preparing monthly sales summary reports for the sales manager"
2271,Sales Executive,SALES,"retail sales, product knowledge, customer relationship management, sales presentations, upselling, negotiation, CRM, walk-in customer handling",Bachelor in Business Administration,"sales executive at a furniture showroom handling walk-in customers, presenting product features and benefits, recommending suitable furniture solutions, negotiating pricing, and achieving monthly individual sales quotas"
2272,Sales Manager,SALES,"national sales management, sales strategy, key account management, team leadership, CRM, sales forecasting, trade marketing coordination, distribution management, performance reporting",Master in Sales and Marketing,"national sales manager at a consumer goods company overseeing a nationwide sales force, managing key account and distribution relationships, developing annual trade marketing plans, monitoring sell-in and sell-out data, and presenting sales performance to the board"
2273,Account Manager,SALES,"account management, customer relationship management, CRM, client communication, product knowledge, service follow-up, account retention, reporting",Diploma in Sales Management,"Fresh graduate who completed internship at a courier services company assisting account managers in visiting client accounts, preparing account performance reports, processing service enquiries, and updating client account records in CRM systems"
2274,Business Development Associate,SALES,"strategic business development, lead generation, market research, negotiation, proposal writing, CRM, client relationship management, partnership development, sales presentations",Master in Sales and Marketing,"business development associate at a regional consulting firm developing new business opportunities, conducting market entry research, preparing partnership proposals, and managing the new client pipeline from prospecting to contract signing"
2275,Sales Executive,SALES,"outbound sales, telemarketing, lead generation, CRM, cold calling, customer relationship management, product knowledge, objection handling",Diploma in Sales Management,"sales executive at a telecommunications company conducting outbound telemarketing calls, presenting broadband and mobile plan packages, handling customer objections, and achieving weekly new subscription targets"
