antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.37927079065956576,0.6503072511265875,0.2784104875051209,0.7340678332253187,1.1288015502727748,1.0,0.03176794219869125,1.3149697274858054,0.18382361852707946,0.3706369982547993,0.2395262194271354,0.5810946448475087
"frozenset({'ProductRelated_Bin_High', 'ExitRates_Bin_High', 'PageValues_Bin_Low', 'BounceRates_Bin_High'})",frozenset({'Revenue_Label_Revenue_No'}),0.0651372388365424,0.8436706267922982,0.06202376075378943,0.9522012578616351,1.1286409975916536,1.0,0.007069385637044068,3.2705750447400703,0.12192021413925759,0.07324625060474117,0.6942433711746628,0.512858908041238
"frozenset({'ProductRelated_Bin_High', 'ExitRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'Revenue_Label_Revenue_No'}),0.05407619827939369,0.8436706267922982,0.051454321999180666,0.9515151515151516,1.1278277580113067,1.0,0.005831821902259997,3.224293322408858,0.11981915131319446,0.060799690192661446,0.6898545200432002,0.5062518944911876
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_High'})",frozenset({'Revenue_Label_Revenue_No'}),0.055305202785743544,0.8436706267922982,0.052601392871773865,0.9511111111111112,1.1273488502584357,1.0,0.005942017772650451,3.197646270157545,0.11957631858378398,0.06214908034849952,0.6872699743768935,0.5067296839424644
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_High'})",frozenset({'Revenue_Label_Revenue_No'}),0.2609586235149529,0.8436706267922982,0.2481769766489144,0.9510204081632653,1.12724134035473,1.0,0.0280138511811987,3.191724702990576,0.15273640836291313,0.2897732708313403,0.6866897702477216,0.6225918783556931
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.0899631298648095,0.5980335927898403,0.06063088897992626,0.6739526411657559,1.1269477990722085,1.0,0.006829915208255252,1.2328466902702666,0.12378339445054118,0.0966435940969048,0.18886913685855095,0.38766819618227516
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'Revenue_Label_Revenue_No'}),0.2524375256042605,0.8436706267922982,0.23990167963949202,0.9503407984420644,1.126435801202816,1.0,0.026927554187048702,3.14804443694726,0.15014681599959764,0.28019138755980866,0.6823424764074405,0.617347732424878
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.3378943056124539,0.8436706267922982,0.32109791069233923,0.9502909796314258,1.1263767511315483,1.0,0.03602641008673185,3.1448894395539644,0.1694557014413802,0.3731670158065131,0.6820237979043776,0.665443634906516
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_High', 'PageValues_Bin_Low', 'BounceRates_Bin_High'})",frozenset({'Revenue_Label_Revenue_No'}),0.07070872593199508,0.8436706267922982,0.06718557968045882,0.9501738122827347,1.1262378730611613,1.0,0.007530704553727709,3.137494164610389,0.1206167665185734,0.07930367504835589,0.681274307605229,0.5149043286916247
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekend'})",frozenset({'Revenue_Label_Revenue_No'}),0.08545678000819336,0.8436706267922982,0.08119623105284719,0.950143815915628,1.126202318466567,1.0,0.009098855899683164,3.135606466454482,0.12253119863396993,0.09575804425548363,0.6810824283282181,0.5231927198447713
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.10807046292503072,0.6503072511265875,0.07914789020893076,0.7323730098559514,1.1261953616343565,1.0,0.008868884536176236,1.3066423109462635,0.12563166397169365,0.11652593486127863,0.2346796122989426,0.42704073196589937
"frozenset({'ProductRelated_Duration_Bin_Medium', 'PageValues_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.13723883654240066,0.6503072511265875,0.10045063498566162,0.7319402985074627,1.1255299663958147,1.0,0.011203224445961987,1.3045330832137325,0.12927059949898453,0.14619604102074887,0.23344220789212317,0.4432033607946158
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'Revenue_Label_Revenue_No'}),0.06333469889389594,0.8436706267922982,0.06013928717738632,0.9495472186287194,1.125495173678112,1.0,0.006705662063871659,3.098528345885993,0.11904165466981179,0.0710139318885449,0.6772661443205032,0.5104150582800778
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'BounceRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.0708725931995084,0.6503072511265875,0.05186399016796395,0.7317919075144509,1.1253017804225618,1.0,0.005775028904178768,1.3038113266185425,0.11984308087520308,0.07748806463459418,0.23301786110915484,0.4057724814125108
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.34567800081933636,0.6503072511265875,0.2529291274068005,0.7316899739274709,1.1251450336127986,1.0,0.028132216919043634,1.3033159960220204,0.16998617032349536,0.340390340721138,0.23272636639755914,0.5603139298892741
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.1369930356411307,0.5759934453092994,0.08873412535845965,0.6477272727272727,1.1245393120393121,1.0,0.009827034776145133,1.2036315100897306,0.1283268457862591,0.14214463840399005,0.1691809398331138,0.40089066339066337
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'PageValues_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.07095452683326506,0.8436706267922982,0.06726751331421549,0.9480369515011547,1.1237050590532771,1.0,0.007405263187043813,3.0084719377304396,0.1184944892317043,0.07938503190872172,0.6676053422807096,0.5138844561332131
"frozenset({'ProductRelated_Duration_Bin_Medium', 'PageValues_Bin_Low', 'ProductRelated_Bin_Medium'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.15059401884473578,0.6503072511265875,0.11003687013519049,0.7306855277475516,1.123600461907379,1.0,0.012104487704164849,1.2984550958168322,0.1295068886963838,0.15927419354838707,0.22985399863141207,0.44994651844099265
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'Weekend_Label_Weekend'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.07275706677591151,0.746005735354363,0.06095862351495289,0.8378378378378378,1.1230983866898199,1.0,0.006681434412562533,1.5662979653147615,0.11820640942686855,0.0804411287706779,0.3615518744551002,0.4597755910770738
"frozenset({'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'PageValues_Bin_Low'}),0.3413355182302335,0.7763211798443261,0.2975829578041786,0.8718194911185789,1.1230139196941695,1.0,0.03259696556890923,1.745029896570294,0.16630483386881015,0.36287341392746525,0.4269439154220716,0.627572014688577
"frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekend', 'BounceRates_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.09004506349856616,0.8436706267922982,0.08529291274068004,0.9472247497725205,1.12274235903405,1.0,0.009324537579292441,2.9621720888838667,0.12014189351309097,0.10053114437469822,0.662409890447386,0.5241610783921358
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.09651782056534207,0.6503072511265875,0.07046292503072511,0.7300509337860781,1.1226246247775082,1.0,0.0076966864541482966,1.2954026986568552,0.12089923043017034,0.1041792852816475,0.22803927995761084,0.4192021079412941
frozenset({'ExitRates_Bin_High'}),"frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.49651782056534205,0.6503072511265875,0.3622285948381811,0.7295379537953797,1.1218357976656934,1.0,0.039339455810969315,1.2929457340896162,0.21570564630787062,0.4616750208855473,0.2265723350685587,0.643274709542266
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.21843506759524786,0.8436706267922982,0.2067185579680459,0.9463615903975994,1.1217192590854328,1.0,0.0224313075765451,2.9145042585435856,0.13883854657291303,0.24166666666666672,0.6568884752634698,0.5956922062894086
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.2609586235149529,0.8436706267922982,0.24686603850880787,0.9459968602825745,1.12128694568795,1.0,0.02670291304109218,2.894820079456565,0.14636206887670059,0.28780208233833227,0.6545553877090259,0.6193031790972938
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.07455960671855796,0.8436706267922982,0.07046292503072511,0.9450549450549451,1.1201704966879291,1.0,0.007559174897092069,2.845194592380177,0.1159218423463769,0.0831158789987436,0.6485301909830218,0.5142872083728645
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.0802130274477673,0.8436706267922982,0.07578861122490782,0.9448416751787538,1.1199177086099534,1.0,0.00811523608114216,2.8341936364877793,0.11641527149811495,0.08936334653656651,0.6471659567907184,0.5173368325393624
"frozenset({'ExitRates_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'PageValues_Bin_Low'}),0.2651372388365424,0.7763211798443261,0.2303973781237198,0.8689740420271942,1.1193486208909662,1.0,0.02456572404946833,1.7071336368484937,0.1450927780800853,0.2840690978886756,0.41422277763439735,0.5828775223328583
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_High', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.11470708725931995,0.6503072511265875,0.08349037279803359,0.7278571428571429,1.1192511564283014,1.0,0.00889552219768762,1.284960232080781,0.12035054464934845,0.12250540995431593,0.2217657986343553,0.4281215914613294
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.1369930356411307,0.746005735354363,0.11437935272429332,0.8349282296650717,1.1191981376235256,1.0,0.012181762432405166,1.5386898930706703,0.123409385756377,0.14881142735316066,0.35009646550393564,0.49412529001100924
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.07824662023760753,0.6503072511265875,0.05694387546087669,0.7277486910994765,1.119084386401551,1.0,0.006059530944212126,1.2844483660542654,0.1154455635491607,0.0847871172380139,0.22145566421488055,0.40765663104803734
"frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.2794756247439574,0.8436706267922982,0.26382630069643587,0.9440046907065377,1.1189256336868305,1.0,0.028040925195532224,2.7918298011071783,0.14751139610999597,0.30701754385964913,0.6418119759293988,0.6283585656115965
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'Weekend_Label_Weekday'})",frozenset({'PageValues_Bin_Low'}),0.2729209340434248,0.7763211798443261,0.237034002458009,0.8685079555688983,1.1187482425032615,1.0,0.025159700937201934,1.701082534106278,0.14598666385275869,0.2918389992938565,0.41213904678329777,0.5869188854361642
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High'})",frozenset({'PageValues_Bin_Low'}),0.34567800081933636,0.7763211798443261,0.3000409668168783,0.8679781938848067,1.1180658423603236,1.0,0.03168381337458315,1.694256628791359,0.16138581813640793,0.3650318979266347,0.40977064335680047,0.6272344795281553
frozenset({'ProductRelated_Duration_Bin_Short'}),frozenset({'Revenue_Label_Revenue_No'}),0.3333060221220811,0.8436706267922982,0.31421548545678,0.9427236971484759,1.1174072762646547,1.0,0.033014984859396246,2.7293900867336096,0.15760028033614076,0.36419753086419754,0.6336177797154868,0.6575811357452587
"frozenset({'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'PageValues_Bin_Low'}),0.4407210159770586,0.7763211798443261,0.38230233510856204,0.8674474809444134,1.117382216878793,1.0,0.0401612760030618,1.6874731747789184,0.1878330678607259,0.4579897919120534,0.4073979871525879,0.6799506534009665
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_High', 'BounceRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.09553461696026219,0.8436706267922982,0.09004506349856616,0.9425385934819897,1.117187873501766,1.0,0.009445313327339624,2.7205977486594044,0.11597503466285992,0.10604013894249323,0.6324337177398762,0.5246343545248153
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.0760344121261778,0.5980335927898403,0.050798852929127405,0.668103448275862,1.117167089492656,1.0,0.005327720269645897,1.2111195645812602,0.11350936962758897,0.08150387800709873,0.17431768980980336,0.37652329558607456
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.1025809094633347,0.8436706267922982,0.09668168783285538,0.9424920127795526,1.1171326615494261,1.0,0.010137187648999804,2.718394100778366,0.11683634388535301,0.11380075224226058,0.6321357526071488,0.5285442485962443
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.10807046292503072,0.746005735354363,0.09004506349856616,0.8332069749810462,1.1168908434534508,1.0,0.009423878334092181,1.522811068489069,0.11733814432541582,0.1178552278820375,0.34331971923989324,0.47695494273489436
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_High', 'PageValues_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.08037689471528062,0.8436706267922982,0.07570667759115117,0.9418960244648319,1.1164262385736887,1.0,0.007895052447091808,2.69051079152203,0.11339945247197573,0.08924087309252463,0.6283233640425961,0.515815449350023
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.13592789840229413,0.6503072511265875,0.09864809504301515,0.7257383966244726,1.1159930869096242,1.0,0.010253197081605187,1.2750335612769041,0.12028753324306793,0.1434699714013346,0.21570691911942075,0.4387164957797933
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'PageValues_Bin_Low'}),0.19967226546497338,0.7763211798443261,0.17296190086030316,0.8662289700451374,1.1158126205172456,1.0,0.017952092152345528,1.6721021003661873,0.12968709202721512,0.21538618508315477,0.4019503953849458,0.5445129019091123
"frozenset({'BounceRates_Bin_High', 'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.0796394920114707,0.746005735354363,0.0662843097091356,0.8323045267489712,1.1156811366250623,1.0,0.006872791907870476,1.5146161057396266,0.11265863416516117,0.08728959861890374,0.3397666932165138,0.46057840285828566
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_High', 'Weekend_Label_Weekend'})",frozenset({'Revenue_Label_Revenue_No'}),0.05440393281442032,0.8436706267922982,0.05120852109791069,0.9412650602409639,1.1156783587686672,1.0,0.005309521000402627,2.6616077899977966,0.1096497010657657,0.06046826625386997,0.6242872433128746,0.5009811753569586
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'Weekend_Label_Weekend'})",frozenset({'PageValues_Bin_Low'}),0.07275706677591151,0.7763211798443261,0.06300696435886932,0.8659909909909911,1.1155060733556776,1.0,0.006524112437381276,1.669132708388559,0.11167072839886787,0.08015426308109234,0.40088646338646367,0.4735759704295325
"frozenset({'ProductRelated_Bin_High', 'ExitRates_Bin_High', 'PageValues_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.07095452683326506,0.6503072511265875,0.051454321999180666,0.7251732101616628,1.1151239800961439,1.0,0.005312078699252376,1.2724114307746859,0.11112343790637463,0.07681957186544341,0.21409068182359284,0.40214815226490597
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.15083981974600574,0.6503072511265875,0.10929946743138058,0.7246061922868006,1.114252057056873,1.0,0.011207238891925639,1.2697916186902412,0.120751063102181,0.1579819990525817,0.21246920732436753,0.44633988586243767
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.10184350675952479,0.5980335927898403,0.06784104875051208,0.6661303298471439,1.1138677456890522,1.0,0.0069352105007970954,1.2039620341258517,0.1138190825222309,0.10733730878921441,0.16940902482356124,0.38978526356722176
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.1077427283900041,0.6503072511265875,0.07800081933633757,0.7239543726235742,1.1132497313683662,1.0,0.007934941808155474,1.2667932913733817,0.11401302945420602,0.11469879518072287,0.21060522911685167,0.4219494680303206
frozenset({'ProductRelated_Bin_Low'}),"frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.3569029086439984,0.6503072511265875,0.25833674723473987,0.7238292011019284,1.1130572507810301,1.0,0.0262401977953777,1.2662191305840274,0.15794445079515232,0.34496717724288845,0.21024728197025203,0.5605412856964852
"frozenset({'BounceRates_Bin_High', 'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.08684965178205653,0.746005735354363,0.07210159770585825,0.830188679245283,1.1128449017230837,1.0,0.00731125936291481,1.4957440029131952,0.11104653533994045,0.09477652127086698,0.3314363968350575,0.4634194357236848
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.07931175747644408,0.6503072511265875,0.05735354362965998,0.7231404958677686,1.1119982048716286,1.0,0.005776532643135053,1.263069331751729,0.1093942206231963,0.08531383302864107,0.208277823820552,0.40566751390339423
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})",frozenset({'PageValues_Bin_Low'}),0.10184350675952479,0.7763211798443261,0.08791478902089307,0.8632341110217215,1.1119548627989564,1.0,0.008851517693855185,1.6354869026676613,0.11209952945981472,0.11124935199585276,0.3885612912161579,0.4882397468037368
"frozenset({'ProductRelated_Bin_High', 'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'PageValues_Bin_Low'}),0.05923801720606309,0.7763211798443261,0.051126587464154036,0.8630705394190872,1.1117441618585708,1.0,0.005138860055104645,1.633533201742952,0.10684156137365503,0.0651765197409651,0.3878300123113402,0.4644640296040027
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.10700532568619418,0.746005735354363,0.08873412535845965,0.8292496171516079,1.1115861150285968,1.0,0.008907538683097252,1.4875179803910399,0.11241342378357412,0.11610205831903944,0.3277392184952822,0.47409762570924713
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.08906185989348628,0.8436706267922982,0.08349037279803359,0.937442502299908,1.1111474935000851,1.0,0.008351497638408173,2.498971009952527,0.10980928821186794,0.09831162566328992,0.5998352937999881,0.5182016823435055
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.08906185989348628,0.5759934453092994,0.05694387546087669,0.639374425022999,1.1100376753066434,1.0,0.005644827935173416,1.1757528697673252,0.10882152346120955,0.09364052815952574,0.14948113186583645,0.36911822246882525
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.10897173289635395,0.746005735354363,0.09020893076607947,0.8278195488721805,1.1096691481586998,1.0,0.008915393033895713,1.475163196413525,0.11091734786557668,0.11795586029569316,0.3221089012854717,0.47437105944432745
"frozenset({'ProductRelated_Bin_Medium', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.053748463744367064,0.8436706267922982,0.05030725112658747,0.9359756097560976,1.1094087906257328,1.0,0.004961251030254188,2.4417159243869633,0.10422070751927137,0.05938678789051167,0.5904519481515574,0.49780231395836344
"frozenset({'ProductRelated_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.05366653011061041,0.8436706267922982,0.05022531749283081,0.9358778625954198,1.1092929312398854,1.0,0.004948442396644381,2.437993796453444,0.10411220101269043,0.059290066737595515,0.5898266839502616,0.4977048825456462
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.1369930356411307,0.5980335927898403,0.09086439983613273,0.6632775119617225,1.1090974151928787,1.0,0.008937962544480704,1.193761692460723,0.11398047631998931,0.14105825489697274,0.16231186985177792,0.4076080668453632
"frozenset({'ProductRelated_Duration_Bin_Long', 'PageValues_Bin_Low', 'BounceRates_Bin_High'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.12429332240884883,0.6503072511265875,0.08963539532978287,0.7211601845748188,1.1089530115579769,1.0,0.008806546500693721,1.254099054470371,0.11219343192043706,0.13086124401913876,0.20261482022859958,0.42949781938832915
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekend', 'ProductRelated_Duration_Bin_Short'})",frozenset({'Revenue_Label_Revenue_No'}),0.06104055714870955,0.8436706267922982,0.057107742728390004,0.9355704697986577,1.1089285795758588,1.0,0.005609617618987123,2.4263621466612024,0.10461439076971618,0.06737554374093765,0.5878603689164659,0.5016300440670476
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.13592789840229413,0.746005735354363,0.11241294551413356,0.8270042194092828,1.1085762216244148,1.0,0.011009953711356976,1.4682107492930734,0.11334938868397733,0.1460817717206133,0.31889887028719244,0.4888453277167227
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'BounceRates_Bin_High'})",frozenset({'Revenue_Label_Revenue_No'}),0.09700942236788201,0.8436706267922982,0.09070053256861942,0.9349662162162162,1.1082123598056637,1.0,0.008856532394749608,2.403817894518428,0.1081360893758955,0.10670908039329093,0.5839951094962889,0.5212366285509555
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Bin_Medium'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.1269971323228185,0.6503072511265875,0.09151986890618599,0.7206451612903226,1.108161042402468,1.0,0.008932712884374389,1.2517869763366962,0.11180270609878389,0.13345280764635603,0.2011420322278321,0.43068921791365067
"frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.06759524784924212,0.746005735354363,0.05587873822204015,0.8266666666666667,1.1081237415339558,1.0,0.005452295643805859,1.4653515268017518,0.10464737230001693,0.07374567474048443,0.3175698924731182,0.45078528281164193
"frozenset({'ProductRelated_Duration_Bin_Medium', 'PageValues_Bin_Low', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",0.07857435477263416,0.6503072511265875,0.05661614092585006,0.7205422314911366,1.1080027636826661,1.0,0.005518668264613072,1.2513259185432932,0.10578734796330853,0.0842169408897014,0.20084768869478023,0.4038014168668988
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.08906185989348628,0.5980335927898403,0.058992216304793114,0.6623735050597975,1.107585782881878,1.0,0.005730232252146139,1.190565353235541,0.10663226299694183,0.09392121054004696,0.1600629085313552,0.38050857743742034
"frozenset({'ProductRelated_Bin_High', 'BounceRates_Bin_High', 'PageValues_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.12535845964768538,0.8436706267922982,0.117083162638263,0.9339869281045751,1.1070516128499892,1.0,0.011321912413583254,2.3681578317602314,0.11055929122902468,0.1374302750528948,0.5777308477548946,0.5363826065209677
"frozenset({'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'PageValues_Bin_Low'})",frozenset({'Revenue_Label_Revenue_No'}),0.14887341253584596,0.8436706267922982,0.1390413764850471,0.933957072096863,1.1070162246229205,1.0,0.013441251218221567,2.3670872593199515,0.11357990011138831,0.16290678698281655,0.5775398663219143,0.5493811775945129
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium'})",frozenset({'PageValues_Bin_Low'}),0.10807046292503072,0.7763211798443261,0.0928308070462925,0.8589840788476117,1.106480283096053,1.0,0.008933417762010148,1.586195504222224,0.10789342295561202,0.11727564434323567,0.369560689500037,0.4892809576296106
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium'})","frozenset({'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",0.0760344121261778,0.746005735354363,0.06276116345759934,0.8254310344827586,1.1064674108579975,1.0,0.006039055927173381,1.4549794913034018,0.10414112599155695,0.08265889716197258,0.3127050889877639,0.4547803168020602
